OrderID,OrderDate,Region,Category,Product,Quantity,UnitPrice,Discount,Revenue
23194,2024-01-19,East,Grocery,Rice,5,5.96,0.15,25.35
23195,2024-01-19,West,Furniture,Sofa,3,163.41,0.05,465.72
23196,2024-01-19,North,Electronics,Tablet,2,521.28,0.0,1042.56
23197,2024-01-19,West,Clothing,Jacket,3,40.26,0.1,108.69
23198,2024-01-19,East,Grocery,Milk,1,4.58,0.15,3.89
23199,2024-01-19,East,Grocery,Bread,2,5.03,0.05,9.55
23200,2024-01-19,West,Furniture,Table,2,162.04,0.1,291.67
23201,2024-01-19,East,Grocery,Rice,5,4.96,0.15,21.1
23202,2024-01-19,South,Electronics,Laptop,2,408.73,0.1,735.72
23203,2024-01-19,West,Grocery,Bread,5,4.06,0.0,20.3
23204,2024-01-19,North,Clothing,T-Shirt,3,41.71,0.1,112.6
23205,2024-01-19,East,Grocery,Bread,4,4.6,0.05,17.47
23206,2024-01-19,South,Grocery,Rice,5,4.61,0.0,23.06
23207,2024-01-19,South,Electronics,Smartphone,4,525.56,0.05,1997.14
23208,2024-01-19,North,Electronics,Tablet,5,543.95,0.1,2447.79
23209,2024-01-19,East,Furniture,Bookshelf,2,200.44,0.1,360.8
23210,2024-01-19,South,Electronics,Smartphone,5,480.15,0.1,2160.7
23211,2024-01-19,North,Furniture,Sofa,1,208.23,0.15,177.0
23212,2024-01-19,North,Clothing,T-Shirt,2,39.91,0.0,79.81
23213,2024-01-19,East,Furniture,Table,1,193.81,0.1,174.43
23214,2024-01-19,North,Clothing,T-Shirt,4,33.8,0.15,114.94
23215,2024-01-19,North,Electronics,Smartphone,4,545.0,0.0,2179.98
23216,2024-01-19,North,Furniture,Chair,1,164.18,0.15,139.55
23217,2024-01-19,North,Electronics,Tablet,5,458.79,0.0,2293.94
23218,2024-01-19,North,Clothing,Jeans,1,47.47,0.1,42.73
23219,2024-01-19,West,Clothing,Dress,5,42.42,0.1,190.89
23220,2024-01-19,East,Electronics,Smartphone,1,592.04,0.15,503.23
23221,2024-01-19,South,Clothing,Jeans,1,42.07,0.0,42.07
23222,2024-01-19,West,Electronics,Smartphone,1,436.51,0.05,414.68
23223,2024-01-19,North,Electronics,Laptop,5,527.22,0.1,2372.51
23224,2024-01-19,South,Clothing,Dress,2,33.98,0.1,61.17
23225,2024-01-19,South,Furniture,Chair,5,210.99,0.15,896.71
23226,2024-01-19,North,Electronics,Smartphone,5,488.93,0.1,2200.17
23227,2024-01-19,East,Clothing,Dress,3,44.42,0.0,133.25
23228,2024-01-19,West,Grocery,Rice,3,4.01,0.1,10.83
23229,2024-01-19,North,Grocery,Eggs,3,5.17,0.05,14.74
23230,2024-01-19,East,Furniture,Chair,1,212.97,0.05,202.32
23231,2024-01-19,South,Grocery,Rice,3,4.85,0.15,12.37
23232,2024-01-20,East,Grocery,Rice,3,5.44,0.1,14.7
23233,2024-01-20,West,Furniture,Table,1,173.02,0.15,147.06
23234,2024-01-20,North,Furniture,Chair,1,209.97,0.05,199.47
23235,2024-01-20,South,Furniture,Chair,4,198.14,0.05,752.95
23236,2024-01-20,South,Furniture,Bookshelf,5,218.93,0.05,1039.94
23237,2024-01-20,West,Grocery,Bread,1,5.92,0.0,5.92
23238,2024-01-20,East,Furniture,Bookshelf,3,211.15,0.05,601.77
23239,2024-01-20,South,Clothing,Jeans,5,43.31,0.0,216.54
23240,2024-01-20,South,Furniture,Bookshelf,5,221.32,0.1,995.95
23241,2024-01-20,West,Clothing,Jacket,3,45.61,0.0,136.82
23242,2024-01-20,North,Grocery,Bread,2,5.61,0.05,10.65
23243,2024-01-20,West,Grocery,Bread,5,5.42,0.0,27.12
23244,2024-01-20,North,Electronics,Laptop,2,512.84,0.05,974.39
23245,2024-01-20,East,Electronics,Headphones,3,560.17,0.0,1680.52
23246,2024-01-20,West,Grocery,Milk,4,4.29,0.05,16.32
23247,2024-01-20,East,Grocery,Rice,2,5.88,0.0,11.77
23248,2024-01-20,East,Electronics,Smartphone,4,504.5,0.05,1917.09
23249,2024-01-20,South,Grocery,Rice,5,5.88,0.1,26.46
23250,2024-01-20,South,Furniture,Table,3,208.92,0.15,532.74
23251,2024-01-20,West,Grocery,Bread,2,5.94,0.15,10.1
23252,2024-01-20,East,Grocery,Rice,3,4.05,0.05,11.54
23253,2024-01-20,East,Furniture,Bookshelf,5,176.44,0.05,838.1
23254,2024-01-20,South,Electronics,Tablet,5,536.5,0.1,2414.27
23255,2024-01-20,North,Clothing,Dress,2,42.15,0.15,71.65
23256,2024-01-20,East,Grocery,Milk,4,4.49,0.15,15.27
23257,2024-01-20,East,Electronics,Laptop,3,523.07,0.1,1412.29
23258,2024-01-20,South,Grocery,Eggs,3,4.34,0.15,11.07
23259,2024-01-20,South,Clothing,Jeans,3,46.47,0.0,139.41
23260,2024-01-20,South,Grocery,Eggs,4,4.11,0.15,13.96
23261,2024-01-20,East,Electronics,Tablet,4,533.88,0.15,1815.18
23262,2024-01-20,West,Electronics,Smartphone,1,545.12,0.1,490.61
23263,2024-01-20,North,Grocery,Eggs,3,5.62,0.15,14.33
23264,2024-01-20,East,Grocery,Milk,1,4.08,0.15,3.47
23265,2024-01-20,South,Electronics,Headphones,3,502.35,0.15,1280.99
23266,2024-01-20,East,Clothing,T-Shirt,5,45.05,0.0,225.24
23267,2024-01-20,West,Grocery,Rice,2,5.54,0.1,9.97
23268,2024-01-20,East,Grocery,Bread,5,5.97,0.15,25.37
23269,2024-01-20,West,Clothing,Jacket,1,32.86,0.0,32.86
23270,2024-01-20,East,Clothing,Jacket,3,45.64,0.15,116.37
23271,2024-01-20,East,Clothing,Dress,2,44.29,0.0,88.58
23272,2024-01-20,North,Clothing,Jacket,4,43.52,0.05,165.38
23273,2024-01-20,West,Furniture,Chair,2,232.55,0.05,441.84
23274,2024-01-20,South,Electronics,Smartphone,4,577.27,0.1,2078.16
23275,2024-01-20,West,Grocery,Eggs,5,4.9,0.05,23.27
23276,2024-01-20,North,Furniture,Table,3,195.24,0.1,527.13
23277,2024-01-20,West,Electronics,Smartphone,5,574.63,0.0,2873.13
23278,2024-01-20,East,Clothing,Dress,5,35.53,0.1,159.91
23279,2024-01-20,East,Grocery,Bread,3,4.23,0.05,12.07
23280,2024-01-21,South,Electronics,Smartphone,4,595.63,0.1,2144.26
23281,2024-01-21,North,Clothing,Jeans,2,37.21,0.0,74.42
23282,2024-01-21,North,Grocery,Milk,3,5.58,0.05,15.91
23283,2024-01-21,East,Electronics,Headphones,2,562.34,0.0,1124.69
23284,2024-01-21,West,Clothing,Dress,5,35.13,0.1,158.09
23285,2024-01-21,East,Grocery,Milk,2,5.93,0.05,11.27
23286,2024-01-21,North,Clothing,T-Shirt,1,35.57,0.15,30.24
23287,2024-01-21,South,Electronics,Headphones,3,450.06,0.1,1215.16
23288,2024-01-21,East,Electronics,Tablet,4,514.9,0.05,1956.63
23289,2024-01-21,North,Clothing,Jacket,5,44.86,0.0,224.29
23290,2024-01-21,East,Grocery,Eggs,1,5.8,0.05,5.51
23291,2024-01-21,East,Clothing,Jeans,2,45.33,0.15,77.06
23292,2024-01-21,West,Clothing,T-Shirt,5,46.13,0.0,230.67
23293,2024-01-21,North,Grocery,Eggs,4,5.61,0.05,21.32
23294,2024-01-21,North,Clothing,Dress,5,41.25,0.1,185.62
23295,2024-01-21,West,Electronics,Smartphone,3,549.39,0.15,1400.93
23296,2024-01-21,North,Clothing,Jeans,4,47.22,0.15,160.54
23297,2024-01-21,South,Furniture,Table,1,237.32,0.05,225.45
23298,2024-01-21,North,Grocery,Eggs,2,5.87,0.0,11.75
23299,2024-01-21,East,Electronics,Smartphone,2,495.45,0.0,990.9
23300,2024-01-21,South,Furniture,Bookshelf,4,239.3,0.05,909.35
23301,2024-01-21,North,Grocery,Rice,4,4.96,0.1,17.84
23302,2024-01-21,North,Clothing,Jacket,4,43.9,0.1,158.03
23303,2024-01-21,South,Furniture,Table,3,214.77,0.0,644.32
23304,2024-01-21,South,Grocery,Rice,1,5.7,0.1,5.13
23305,2024-01-21,West,Clothing,T-Shirt,5,47.36,0.1,213.11
23306,2024-01-21,East,Clothing,Jeans,5,37.8,0.0,189.02
23307,2024-01-21,North,Furniture,Bookshelf,1,183.68,0.05,174.49
23308,2024-01-21,East,Grocery,Eggs,5,5.98,0.15,25.4
23309,2024-01-21,South,Electronics,Tablet,1,485.31,0.1,436.78
23310,2024-01-21,North,Clothing,T-Shirt,1,45.5,0.15,38.68
23311,2024-01-21,South,Furniture,Sofa,2,169.51,0.05,322.07
23312,2024-01-21,West,Grocery,Milk,5,5.88,0.0,29.41
23313,2024-01-21,West,Electronics,Headphones,5,450.67,0.05,2140.68
23314,2024-01-21,West,Clothing,Dress,5,42.76,0.05,203.1
23315,2024-01-21,South,Grocery,Milk,5,5.34,0.15,22.68
23316,2024-01-21,West,Furniture,Table,3,234.28,0.1,632.55
23317,2024-01-21,West,Electronics,Smartphone,1,507.81,0.05,482.42
23318,2024-01-21,East,Clothing,Jacket,2,38.59,0.05,73.31
23319,2024-01-22,South,Furniture,Table,1,221.29,0.15,188.1
23320,2024-01-22,East,Grocery,Milk,1,5.89,0.05,5.6
23321,2024-01-22,East,Clothing,Jeans,3,41.36,0.0,124.07
23322,2024-01-22,North,Electronics,Tablet,4,517.0,0.0,2068.0
23323,2024-01-22,East,Furniture,Sofa,3,194.76,0.05,555.06
23324,2024-01-22,South,Clothing,Dress,5,42.34,0.1,190.54
23325,2024-01-22,West,Grocery,Rice,5,4.69,0.15,19.91
23326,2024-01-22,West,Furniture,Chair,4,203.07,0.0,812.26
23327,2024-01-22,West,Grocery,Eggs,2,5.22,0.05,9.92
23328,2024-01-22,East,Grocery,Eggs,3,4.44,0.1,11.98
23329,2024-01-22,North,Electronics,Laptop,2,540.9,0.1,973.62
23330,2024-01-22,South,Grocery,Bread,4,4.08,0.15,13.87
23331,2024-01-22,North,Clothing,Dress,4,34.95,0.1,125.8
23332,2024-01-22,West,Electronics,Tablet,1,456.1,0.1,410.49
23333,2024-01-22,West,Electronics,Smartphone,3,542.57,0.0,1627.71
23334,2024-01-22,East,Electronics,Tablet,5,577.94,0.1,2600.74
23335,2024-01-22,South,Grocery,Rice,1,4.02,0.0,4.02
23336,2024-01-22,West,Furniture,Sofa,1,173.53,0.05,164.85
23337,2024-01-22,North,Grocery,Milk,1,5.64,0.05,5.36
23338,2024-01-22,South,Electronics,Tablet,5,537.39,0.0,2686.95
23339,2024-01-22,South,Furniture,Bookshelf,1,219.99,0.1,197.99
23340,2024-01-22,South,Clothing,T-Shirt,4,46.57,0.1,167.64
23341,2024-01-22,South,Clothing,Jeans,1,33.45,0.15,28.44
23342,2024-01-23,South,Grocery,Bread,5,5.36,0.1,24.11
23343,2024-01-23,South,Grocery,Rice,4,5.55,0.1,19.98
23344,2024-01-23,West,Furniture,Table,2,206.6,0.0,413.19
23345,2024-01-23,East,Clothing,Dress,2,47.89,0.15,81.42
23346,2024-01-23,North,Grocery,Milk,3,4.45,0.15,11.34
23347,2024-01-23,North,Clothing,T-Shirt,3,36.86,0.0,110.59
23348,2024-01-23,North,Furniture,Chair,5,194.73,0.15,827.62
23349,2024-01-23,East,Clothing,Dress,4,39.53,0.0,158.11
23350,2024-01-23,South,Clothing,Jeans,4,39.42,0.0,157.69
23351,2024-01-23,South,Furniture,Bookshelf,2,181.35,0.0,362.7
23352,2024-01-23,South,Grocery,Milk,5,5.61,0.15,23.86
23353,2024-01-23,North,Furniture,Chair,2,165.98,0.15,282.17
23354,2024-01-23,West,Furniture,Bookshelf,3,237.43,0.1,641.07
23355,2024-01-23,South,Electronics,Tablet,4,459.44,0.05,1745.88
23356,2024-01-23,West,Clothing,Jacket,1,38.3,0.15,32.56
23357,2024-01-23,East,Furniture,Sofa,2,236.44,0.0,472.89
23358,2024-01-23,West,Clothing,T-Shirt,1,42.13,0.1,37.92
23359,2024-01-23,South,Clothing,Jeans,3,47.42,0.15,120.91
23360,2024-01-23,North,Clothing,Jacket,2,45.28,0.0,90.55
23361,2024-01-23,South,Clothing,T-Shirt,4,39.89,0.0,159.56
23362,2024-01-23,South,Grocery,Rice,3,5.38,0.15,13.73
23363,2024-01-23,North,Grocery,Rice,5,4.86,0.1,21.88
23364,2024-01-24,West,Electronics,Smartphone,4,569.38,0.0,2277.52
23365,2024-01-24,South,Grocery,Rice,1,4.71,0.1,4.24
23366,2024-01-24,East,Furniture,Table,3,227.54,0.1,614.36
23367,2024-01-24,South,Electronics,Smartphone,4,497.95,0.15,1693.04
23368,2024-01-24,East,Clothing,Jacket,5,36.3,0.0,181.52
23369,2024-01-24,East,Clothing,Jeans,3,45.5,0.0,136.49
23370,2024-01-24,East,Grocery,Milk,5,5.33,0.15,22.64
23371,2024-01-24,South,Electronics,Laptop,5,573.02,0.0,2865.11
23372,2024-01-24,South,Clothing,Jeans,5,42.51,0.1,191.31
23373,2024-01-24,East,Furniture,Chair,3,173.63,0.05,494.85
23374,2024-01-24,East,Grocery,Bread,4,4.19,0.1,15.07
23375,2024-01-24,West,Electronics,Laptop,2,473.65,0.0,947.3
23376,2024-01-24,West,Grocery,Eggs,4,4.31,0.1,15.51
23377,2024-01-24,East,Clothing,Jacket,4,47.05,0.1,169.37
23378,2024-01-24,East,Grocery,Rice,4,5.45,0.05,20.71
23379,2024-01-24,West,Electronics,Laptop,5,574.78,0.15,2442.8
23380,2024-01-24,East,Clothing,Dress,1,37.66,0.0,37.66
23381,2024-01-24,West,Electronics,Tablet,3,540.56,0.1,1459.52
23382,2024-01-24,South,Furniture,Table,2,209.25,0.0,418.51
23383,2024-01-24,North,Electronics,Headphones,5,553.1,0.1,2488.97
23384,2024-01-24,South,Clothing,Jeans,5,39.73,0.1,178.79
23385,2024-01-24,South,Clothing,Dress,3,41.47,0.0,124.42
23386,2024-01-25,South,Electronics,Tablet,3,452.01,0.15,1152.63
23387,2024-01-25,South,Furniture,Chair,1,203.69,0.1,183.32
23388,2024-01-25,North,Clothing,T-Shirt,2,45.98,0.1,82.77
23389,2024-01-25,South,Grocery,Eggs,5,5.8,0.1,26.08
23390,2024-01-25,South,Furniture,Bookshelf,3,210.9,0.1,569.44
23391,2024-01-25,West,Grocery,Bread,1,4.86,0.05,4.62
23392,2024-01-25,North,Furniture,Chair,4,173.76,0.1,625.54
23393,2024-01-25,East,Furniture,Sofa,4,216.06,0.05,821.02
23394,2024-01-25,West,Clothing,T-Shirt,3,37.65,0.0,112.95
23395,2024-01-25,West,Grocery,Milk,5,4.1,0.0,20.48
23396,2024-01-25,West,Clothing,Dress,3,42.12,0.1,113.72
23397,2024-01-25,West,Grocery,Bread,4,4.92,0.15,16.74
23398,2024-01-25,North,Furniture,Chair,2,203.01,0.0,406.03
23399,2024-01-25,East,Grocery,Rice,1,5.35,0.15,4.55
23400,2024-01-25,East,Grocery,Bread,1,5.37,0.0,5.37
23401,2024-01-25,South,Electronics,Smartphone,3,584.96,0.15,1491.64
23402,2024-01-25,South,Furniture,Bookshelf,1,186.71,0.1,168.04
23403,2024-01-25,South,Electronics,Headphones,1,441.75,0.05,419.66
23404,2024-01-25,West,Grocery,Eggs,5,5.66,0.15,24.05
23405,2024-01-25,North,Clothing,Jeans,4,37.76,0.1,135.92
23406,2024-01-25,West,Electronics,Headphones,2,402.59,0.0,805.18
23407,2024-01-25,South,Electronics,Smartphone,5,512.61,0.15,2178.61
23408,2024-01-25,South,Electronics,Tablet,4,539.98,0.0,2159.92
23409,2024-01-25,North,Grocery,Milk,3,5.84,0.05,16.64
23410,2024-01-25,South,Electronics,Headphones,2,563.16,0.0,1126.32
23411,2024-01-25,North,Grocery,Eggs,3,5.9,0.0,17.7
23412,2024-01-25,West,Electronics,Laptop,4,563.52,0.15,1915.96
23413,2024-01-25,West,Furniture,Bookshelf,1,203.02,0.1,182.71
23414,2024-01-25,North,Grocery,Bread,2,4.69,0.1,8.43
23415,2024-01-26,South,Grocery,Bread,1,4.81,0.0,4.81
23416,2024-01-26,North,Clothing,Jeans,4,34.94,0.1,125.77
23417,2024-01-26,North,Furniture,Bookshelf,4,205.52,0.05,780.96
23418,2024-01-26,East,Clothing,Jeans,4,34.62,0.0,138.48
23419,2024-01-26,South,Grocery,Bread,5,4.21,0.0,21.03
23420,2024-01-26,South,Clothing,Jacket,2,39.04,0.0,78.09
23421,2024-01-26,West,Clothing,Jeans,2,32.17,0.1,57.91
23422,2024-01-26,South,Grocery,Eggs,3,5.07,0.0,15.2
23423,2024-01-26,South,Grocery,Milk,4,5.14,0.05,19.54
23424,2024-01-26,West,Grocery,Eggs,3,5.32,0.1,14.37
23425,2024-01-26,North,Furniture,Table,2,191.3,0.05,363.47
23426,2024-01-26,East,Electronics,Headphones,1,422.43,0.05,401.31
23427,2024-01-26,South,Grocery,Milk,2,4.24,0.05,8.06
23428,2024-01-26,North,Clothing,Jeans,2,44.74,0.05,85.0
23429,2024-01-26,East,Grocery,Rice,5,5.51,0.05,26.17
23430,2024-01-26,West,Grocery,Eggs,3,5.5,0.05,15.68
23431,2024-01-26,West,Grocery,Rice,4,4.31,0.1,15.52
23432,2024-01-26,South,Clothing,T-Shirt,3,47.37,0.1,127.9
23433,2024-01-26,North,Clothing,Jacket,4,39.91,0.1,143.67
23434,2024-01-26,North,Electronics,Tablet,3,566.36,0.15,1444.22
23435,2024-01-26,North,Grocery,Milk,4,4.92,0.0,19.69
23436,2024-01-26,South,Grocery,Eggs,2,5.46,0.0,10.92
23437,2024-01-26,East,Grocery,Bread,3,4.91,0.05,14.0
23438,2024-01-26,East,Electronics,Smartphone,3,432.92,0.05,1233.81
23439,2024-01-26,North,Clothing,Jeans,2,41.56,0.0,83.11
23440,2024-01-26,North,Grocery,Eggs,1,4.48,0.0,4.48
23441,2024-01-26,West,Furniture,Table,1,182.09,0.1,163.88
23442,2024-01-26,West,Electronics,Tablet,4,515.56,0.1,1856.01
23443,2024-01-26,South,Furniture,Chair,1,227.6,0.0,227.6
23444,2024-01-26,South,Furniture,Bookshelf,3,194.3,0.1,524.61
23445,2024-01-26,North,Grocery,Eggs,1,5.09,0.0,5.09
23446,2024-01-26,East,Furniture,Chair,5,204.49,0.05,971.31
23447,2024-01-26,North,Furniture,Bookshelf,3,222.97,0.15,568.57
23448,2024-01-26,North,Electronics,Laptop,2,517.85,0.05,983.91
23449,2024-01-26,East,Grocery,Milk,2,4.27,0.1,7.69
23450,2024-01-26,East,Furniture,Sofa,1,165.43,0.0,165.43
23451,2024-01-26,West,Clothing,Jacket,5,43.42,0.0,217.08
23452,2024-01-26,South,Clothing,Jeans,3,36.96,0.05,105.33
23453,2024-01-26,North,Grocery,Milk,2,5.37,0.15,9.12
23454,2024-01-26,South,Grocery,Rice,2,5.76,0.15,9.79
23455,2024-01-26,East,Clothing,Jeans,3,46.36,0.15,118.22
23456,2024-01-26,North,Electronics,Headphones,5,401.43,0.0,2007.16
23457,2024-01-26,West,Furniture,Bookshelf,2,231.66,0.15,393.81
23458,2024-01-27,East,Clothing,Jeans,1,36.17,0.15,30.75
23459,2024-01-27,South,Clothing,Dress,1,45.41,0.15,38.6
23460,2024-01-27,North,Electronics,Laptop,2,461.48,0.15,784.51
23461,2024-01-27,South,Clothing,Jacket,1,41.95,0.0,41.95
23462,2024-01-27,East,Furniture,Sofa,2,179.89,0.0,359.77
23463,2024-01-27,North,Clothing,Dress,3,38.31,0.0,114.93
23464,2024-01-27,East,Clothing,T-Shirt,3,38.09,0.1,102.86
23465,2024-01-27,West,Electronics,Smartphone,1,574.57,0.05,545.84
23466,2024-01-27,West,Grocery,Bread,4,5.93,0.1,21.34
23467,2024-01-27,South,Electronics,Headphones,1,482.47,0.05,458.35
23468,2024-01-27,East,Furniture,Chair,1,216.17,0.1,194.56
23469,2024-01-27,East,Grocery,Rice,1,5.8,0.15,4.93
23470,2024-01-27,East,Furniture,Chair,3,232.67,0.05,663.1
23471,2024-01-27,West,Clothing,Jeans,5,33.56,0.05,159.4
23472,2024-01-27,South,Furniture,Table,3,216.61,0.05,617.33
23473,2024-01-27,West,Clothing,T-Shirt,3,36.29,0.1,97.97
23474,2024-01-27,East,Furniture,Sofa,4,237.66,0.0,950.66
23475,2024-01-27,East,Furniture,Table,2,217.57,0.15,369.87
23476,2024-01-27,West,Grocery,Bread,2,5.74,0.0,11.48
23477,2024-01-27,South,Furniture,Bookshelf,4,238.57,0.0,954.28
23478,2024-01-27,East,Electronics,Tablet,1,442.95,0.0,442.95
23479,2024-01-27,West,Electronics,Laptop,2,535.4,0.0,1070.81
23480,2024-01-27,East,Clothing,T-Shirt,5,46.77,0.1,210.45
23481,2024-01-27,West,Electronics,Headphones,2,557.01,0.1,1002.63
23482,2024-01-27,North,Grocery,Milk,4,5.79,0.1,20.85
23483,2024-01-27,West,Electronics,Laptop,2,479.9,0.05,911.82
23484,2024-01-27,West,Electronics,Laptop,1,421.16,0.05,400.1
23485,2024-01-27,West,Furniture,Chair,1,169.82,0.0,169.82
23486,2024-01-27,West,Grocery,Eggs,2,5.65,0.1,10.17
23487,2024-01-27,South,Electronics,Tablet,4,571.48,0.0,2285.9
23488,2024-01-27,West,Grocery,Rice,3,4.9,0.05,13.96
23489,2024-01-27,East,Grocery,Milk,2,4.64,0.05,8.82
23490,2024-01-27,East,Furniture,Bookshelf,4,204.3,0.1,735.47
23491,2024-01-27,South,Furniture,Bookshelf,4,204.73,0.0,818.93
23492,2024-01-28,East,Electronics,Smartphone,5,572.23,0.0,2861.16
23493,2024-01-28,West,Clothing,Jeans,4,39.23,0.1,141.24
23494,2024-01-28,East,Furniture,Sofa,4,203.47,0.15,691.79
23495,2024-01-28,South,Electronics,Headphones,3,438.63,0.0,1315.89
23496,2024-01-28,East,Clothing,Dress,5,42.43,0.05,201.53
23497,2024-01-28,West,Grocery,Bread,1,4.51,0.0,4.51
23498,2024-01-28,North,Clothing,T-Shirt,4,39.85,0.1,143.46
23499,2024-01-28,West,Grocery,Eggs,2,5.53,0.1,9.95
23500,2024-01-28,South,Furniture,Chair,4,214.4,0.0,857.58
23501,2024-01-28,East,Clothing,T-Shirt,4,32.54,0.15,110.64
23502,2024-01-28,East,Clothing,Jacket,1,47.18,0.05,44.82
23503,2024-01-28,North,Clothing,Jeans,5,43.86,0.0,219.3
23504,2024-01-28,East,Electronics,Laptop,3,541.69,0.1,1462.56
23505,2024-01-28,South,Grocery,Rice,5,5.08,0.05,24.15
23506,2024-01-28,East,Grocery,Bread,3,5.39,0.05,15.35
23507,2024-01-28,North,Electronics,Tablet,3,486.62,0.15,1240.89
23508,2024-01-28,West,Electronics,Laptop,2,516.67,0.0,1033.34
23509,2024-01-28,West,Grocery,Bread,1,4.8,0.0,4.8
23510,2024-01-28,North,Furniture,Bookshelf,3,172.34,0.05,491.17
23511,2024-01-28,South,Clothing,Jacket,5,46.72,0.15,198.54
23512,2024-01-28,East,Clothing,Jeans,1,33.26,0.05,31.6
23513,2024-01-28,North,Grocery,Eggs,1,5.66,0.1,5.1
23514,2024-01-28,West,Electronics,Smartphone,3,571.63,0.05,1629.15
23515,2024-01-28,South,Furniture,Chair,4,183.76,0.0,735.06
23516,2024-01-28,East,Clothing,Jacket,2,40.85,0.1,73.54
23517,2024-01-28,West,Clothing,Dress,1,33.63,0.1,30.26
23518,2024-01-28,East,Electronics,Laptop,4,500.96,0.05,1903.65
23519,2024-01-28,West,Clothing,Jacket,4,34.87,0.0,139.47
23520,2024-01-28,South,Electronics,Tablet,4,519.93,0.05,1975.72
23521,2024-01-28,West,Grocery,Rice,4,5.69,0.0,22.77
23522,2024-01-28,West,Electronics,Tablet,2,474.25,0.05,901.07
23523,2024-01-28,South,Clothing,T-Shirt,2,47.17,0.0,94.34
23524,2024-01-28,North,Electronics,Smartphone,5,515.33,0.15,2190.15
23525,2024-01-28,North,Electronics,Headphones,3,470.08,0.05,1339.73
23526,2024-01-28,South,Clothing,Jeans,5,33.74,0.05,160.27
23527,2024-01-28,West,Grocery,Bread,1,4.91,0.05,4.66
23528,2024-01-28,West,Grocery,Bread,1,4.72,0.05,4.49
23529,2024-01-28,North,Grocery,Rice,5,4.63,0.05,22.0
23530,2024-01-28,East,Furniture,Chair,4,232.64,0.0,930.56
23531,2024-01-28,West,Furniture,Chair,4,188.02,0.0,752.07
23532,2024-01-28,East,Clothing,Dress,4,40.03,0.15,136.1
23533,2024-01-28,North,Grocery,Eggs,3,4.02,0.0,12.06
23534,2024-01-28,North,Grocery,Milk,1,5.3,0.0,5.3
23535,2024-01-28,North,Furniture,Bookshelf,5,227.43,0.15,966.58
23536,2024-01-28,North,Grocery,Bread,3,5.11,0.0,15.34
23537,2024-01-28,East,Electronics,Headphones,2,526.06,0.05,999.51
23538,2024-01-29,South,Grocery,Eggs,1,5.5,0.1,4.95
23539,2024-01-29,East,Electronics,Tablet,3,538.14,0.0,1614.42
23540,2024-01-29,North,Furniture,Chair,3,237.24,0.15,604.95
23541,2024-01-29,South,Clothing,T-Shirt,1,39.83,0.05,37.83
23542,2024-01-29,South,Grocery,Milk,5,5.74,0.1,25.83
23543,2024-01-29,West,Grocery,Rice,3,5.65,0.1,15.27
23544,2024-01-29,West,Grocery,Milk,5,5.49,0.1,24.69
23545,2024-01-29,North,Grocery,Eggs,5,4.22,0.05,20.05
23546,2024-01-29,South,Electronics,Smartphone,2,568.87,0.0,1137.74
23547,2024-01-29,South,Electronics,Headphones,3,583.32,0.15,1487.46
23548,2024-01-29,East,Clothing,Jacket,1,46.46,0.1,41.82
23549,2024-01-29,South,Furniture,Chair,4,168.61,0.0,674.43
23550,2024-01-29,West,Clothing,T-Shirt,2,32.71,0.05,62.14
23551,2024-01-29,West,Clothing,T-Shirt,5,39.81,0.0,199.03
23552,2024-01-29,South,Electronics,Laptop,2,407.35,0.0,814.7
23553,2024-01-29,East,Grocery,Rice,5,4.72,0.0,23.6
23554,2024-01-29,East,Electronics,Headphones,5,549.42,0.05,2609.73
23555,2024-01-29,West,Furniture,Bookshelf,2,161.31,0.1,290.36
23556,2024-01-29,East,Furniture,Chair,1,211.02,0.15,179.37
23557,2024-01-29,North,Electronics,Tablet,4,592.99,0.05,2253.36
23558,2024-01-29,East,Clothing,Jacket,2,45.1,0.05,85.69
23559,2024-01-29,South,Clothing,T-Shirt,1,41.24,0.1,37.11
23560,2024-01-29,North,Furniture,Bookshelf,5,168.88,0.1,759.94
23561,2024-01-29,South,Furniture,Bookshelf,2,197.12,0.15,335.1
23562,2024-01-29,East,Grocery,Eggs,4,4.58,0.0,18.33
23563,2024-01-29,West,Clothing,Jacket,4,36.86,0.0,147.45
23564,2024-01-29,East,Clothing,Jacket,1,43.82,0.0,43.82
23565,2024-01-29,South,Clothing,T-Shirt,1,40.24,0.0,40.24
23566,2024-01-30,West,Furniture,Table,1,199.3,0.0,199.3
23567,2024-01-30,North,Grocery,Bread,3,5.54,0.05,15.79
23568,2024-01-30,North,Furniture,Chair,2,212.72,0.0,425.43
23569,2024-01-30,North,Grocery,Milk,3,4.0,0.05,11.41
23570,2024-01-30,West,Electronics,Tablet,4,549.87,0.05,2089.51
23571,2024-01-30,North,Electronics,Smartphone,4,406.45,0.15,1381.94
23572,2024-01-30,West,Clothing,T-Shirt,1,35.97,0.05,34.17
23573,2024-01-30,South,Grocery,Rice,1,5.85,0.1,5.26
23574,2024-01-30,South,Electronics,Smartphone,4,485.01,0.0,1940.03
23575,2024-01-30,West,Furniture,Sofa,4,199.02,0.05,756.29
23576,2024-01-30,West,Electronics,Smartphone,4,566.65,0.0,2266.62
23577,2024-01-30,West,Grocery,Rice,5,5.11,0.0,25.53
23578,2024-01-30,East,Grocery,Milk,2,4.2,0.05,7.98
23579,2024-01-30,South,Clothing,T-Shirt,2,44.58,0.1,80.24
